,Confidence,Group,Group1,Domain,Phylum,Class,Order,Genus,Species
Otu3908,0.81016658,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11022,0.981577964,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3153,0.800102155,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4829,0.905626779,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5778,0.758047583,Eukaryota,Opisthokonta,Fungi,,,,,
Otu10059,0.7922069,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu6844,0.970577213,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu8334,0.891602534,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu6002,0.900470428,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3272,0.918118123,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu6985,0.714175798,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3141,0.995896545,Eukaryota,Opisthokonta,Fungi,Ascomycota,,,,
Otu14536,0.998220893,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9228,0.788287744,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu10725,0.9960968,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Thamnocephalis,Thamnocephalis_sphaerospora
Otu6746,0.999231479,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11978,0.729194636,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5676,0.756012872,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Asterophlyctis,Asterophlyctis_sarcoptoides
Otu4879,0.970752937,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu11915,0.837700023,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu3915,0.735777978,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Thamnocephalis,Thamnocephalis_sphaerospora
Otu3650,0.715726252,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6303,0.957353696,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Conidiobolus,Conidiobolus_rhysosporus
Otu88,0.871559338,Eukaryota,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,
Otu11354,0.804557525,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu3969,0.721825598,Eukaryota,Opisthokonta,Fungi,,,,,
Otu14309,0.999495655,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu1838,0.917919492,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2107,0.991249935,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,,
Otu2216,0.931849573,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu12851,0.89747171,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mucoromycotina_XX,Mucoromycotina_XX_sp.
Otu7619,0.9985245,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4228,0.999999949,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu14044,0.924059758,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4512,0.901638426,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3626,0.986659635,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu7066,0.998796144,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9371,0.999895089,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7936,0.994731242,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3171,0.7163254,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7672,0.999874934,Eukaryota,Opisthokonta,Fungi,,,,,
Otu10528,0.723443796,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mortierella,
Otu9091,0.835902624,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu2895,0.834407396,Eukaryota,Opisthokonta,Fungi,,,,,
Otu15240,0.934013558,Eukaryota,Opisthokonta,Fungi,,,,,
Otu14615,0.922231152,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu7774,0.882606175,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5321,0.877220438,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytriomyces,Chytriomyces_annulatus
Otu1303,0.890446589,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11073,0.974484395,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mortierella,
Otu1898,0.809966686,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,
Otu10943,0.819893881,Eukaryota,Opisthokonta,Fungi,,,,,
Otu13793,0.791308739,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5955,0.873347482,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8851,0.923845776,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2603,0.953799743,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5885,0.85101951,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu9297,0.995732427,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,,
Otu4864,0.998476917,Eukaryota,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,
Otu9542,0.73897919,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5087,0.883426131,Eukaryota,Opisthokonta,Fungi,,,,,
Otu10650,0.828119094,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7171,0.968770984,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6099,0.722133572,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1804,0.971998456,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2141,0.943659328,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhyzophidiales_X,Rhyzophidiales_X_sp.
Otu2252,0.926339963,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2785,0.7209819,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu13193,0.964138693,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Trechispora,Trechispora_alnicola
Otu3258,0.825091929,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8652,0.973937639,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu11383,0.992077158,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Archaeosporomycetes,,
Otu4797,0.99724287,Eukaryota,Opisthokonta,Fungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,,
Otu4107,0.999299106,Eukaryota,Opisthokonta,Fungi,,,,,
Otu14430,0.914781804,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4169,0.712372266,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhizophlyctis,Rhizophlyctis_rosea
Otu11541,0.997188688,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5365,0.919083215,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11544,0.762733646,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu423,0.965824891,Eukaryota,Opisthokonta,Fungi,,,,,
Otu13505,0.950929409,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5547,0.957326771,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Conidiobolus,Conidiobolus_rhysosporus
Otu9983,0.709137266,Eukaryota,Opisthokonta,Fungi,Ascomycota,,,,
Otu7973,0.98131493,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7123,0.949948464,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu11527,0.967310171,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu7980,0.803346965,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3427,0.845407413,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu6290,0.762174837,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu12915,0.889930313,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3874,0.944100254,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3876,0.917270759,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhyzophidiales_X,
Otu9864,0.830322205,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu8611,0.934514809,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6688,0.983540986,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9883,0.989358689,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu8870,0.748404012,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu15359,0.977237129,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu2816,0.742625986,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4095,0.99927041,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu11346,0.756635632,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6165,0.999642307,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8345,0.99904277,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu15349,0.880799651,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3926,0.926636698,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1017,0.993948087,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu11574,0.985872531,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp.
Otu5536,0.997176517,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu7804,0.785558739,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9196,0.767838547,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu14605,0.99906462,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu5615,0.86902101,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Zoopagomycotina_XX,Zoopagomycotina_XX_sp.
Otu7277,0.813169976,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Mesochytrium,Mesochytrium_penetrans
Otu4868,0.99763984,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9259,0.999981228,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu8303,0.735120325,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Kickxellales,Coemansia,Coemansia_asiatica
Otu7283,0.875290675,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5487,0.814584673,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu12169,0.992770343,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12621,0.999750075,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu13240,0.715561856,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,,
Otu7373,0.741780021,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Harpellales,Spiromyces,
Otu7104,0.991402187,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu10519,0.971452922,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu5163,0.934854234,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4186,0.905714572,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu10712,0.930331222,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5241,0.791315909,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7879,0.889665705,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7179,0.909484532,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu5285,0.99685699,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu10069,0.776727855,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Conidiobolus,
Otu5493,0.951700777,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5809,0.773235099,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8428,0.889954607,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu5928,0.993436997,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu9114,0.994121529,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu13369,0.883716651,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,,
Otu2619,0.876503108,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6603,0.888014796,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu5415,0.8925339,Eukaryota,Opisthokonta,Fungi,,,,,
Otu13320,0.999989545,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11489,0.927604637,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9325,0.72015469,Eukaryota,Opisthokonta,Fungi,,,,,
Otu14202,0.780228033,Eukaryota,Opisthokonta,Fungi,,,,,
Otu10076,0.731056842,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu1360,0.887261411,Eukaryota,Opisthokonta,Fungi,Ascomycota,,,,
Otu14081,0.998251808,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu7858,0.833501685,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu1423,0.990828035,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Sporobolomyces,
Otu3307,0.998674383,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6063,0.763397246,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8782,0.858977594,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7479,0.84479979,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu2978,0.974719018,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu11195,0.999859327,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8200,0.824011344,Eukaryota,Opisthokonta,Fungi,Ascomycota,Ascomycota_X,Ascomycota_XX,Archaeorhizomyces,
Otu7762,0.977617254,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu8396,0.917664426,Eukaryota,Opisthokonta,Fungi,,,,,
Otu14176,0.98354309,Eukaryota,Opisthokonta,Fungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,Blastocladiomycota_XX,Blastocladiomycota_XX_sp.
Otu8061,0.999937515,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8071,0.98831597,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu8102,0.909305503,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7735,0.716514483,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Harpellales,Spiromyces,Spiromyces_minutus
Otu1779,0.770289565,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu5242,0.716239959,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Spizellomycete,Spizellomycete_sp.
Otu3511,0.917965802,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu8372,0.930058307,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Syncephalis,Syncephalis_depressa
Otu4187,0.999999629,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Zoophagus,Zoophagus_insidians
Otu7219,0.800073237,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu9795,0.717264959,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2408,0.982416555,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu282,0.999999354,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Trichosporon,
Otu4927,0.993996927,Eukaryota,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Kodamaea,Kodamaea_ohmeri
Otu5819,0.999074403,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8864,0.999734885,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu2543,0.963608096,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,,
Otu4849,0.999847693,Eukaryota,Opisthokonta,Fungi,,,,,
Otu14538,0.988305451,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12146,0.764247147,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu10870,0.892167027,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu11859,0.705179631,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7088,0.999966337,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12135,0.713625397,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,,
Otu5404,0.999829323,Eukaryota,Opisthokonta,Fungi,,,,,
Otu13293,0.991420978,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5212,0.880982877,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Conidiobolus,Conidiobolus_incongruus
Otu10216,0.826239848,Eukaryota,Opisthokonta,Fungi,,,,,
Otu13350,0.954146922,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu9128,0.834553811,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12063,0.720686739,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11186,0.722522749,Eukaryota,Opisthokonta,Fungi,Ascomycota,,,,
Otu14016,0.998706147,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2165,0.987763368,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6189,0.902111406,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu4405,0.796007721,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Thamnocephalis,Thamnocephalis_sphaerospora
Otu11531,0.743545033,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2988,0.923258592,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Triparticalcar,Triparticalcar_sp.
Otu11146,0.882660058,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7545,0.999498559,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Agaricostilbomycetes_X,Agaricostilbomycetes_X_sp.
Otu5573,0.844985981,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7700,0.852925482,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8419,0.787338166,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Conidiobolus,
Otu780,0.711503952,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,,,
Otu6691,0.745424491,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu4190,0.802558076,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mortierella,
Otu3135,0.991194767,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycotina_X,Acaulospora,Acaulospora_longula
Otu10177,0.883056163,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Acaulopage,Acaulopage_tetraceros
Otu9647,0.999902159,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu9599,0.887958961,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Acaulopage,Acaulopage_tetraceros
Otu9578,0.940302768,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu5685,0.999118376,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu11407,0.797448795,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6427,0.761436243,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Zoopagomycotina_XX,Zoopagomycotina_XX_sp.
Otu14916,0.996540371,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3347,0.927114067,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8841,0.98396764,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3673,0.809880116,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7653,0.996591519,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp.
Otu8801,0.922525008,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu6994,0.999902787,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Melanospora,
Otu2430,0.802385602,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12077,0.768918622,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Diversispora,
Otu11118,0.842690253,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9084,0.794727968,Eukaryota,Opisthokonta,Fungi,,,,,
Otu14439,0.999841119,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Mycogloea,Mycogloea_sp.
Otu7599,0.718488187,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5387,0.998103661,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,,
Otu14322,0.980579163,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12797,0.964564075,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3247,0.991934346,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8037,0.983647421,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9531,0.856539423,Eukaryota,Opisthokonta,Fungi,,,,,
Otu13784,0.860304805,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp.
Otu10574,0.822813565,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6649,0.865105043,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu8163,0.998962472,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3293,0.815813679,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3642,0.998304243,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Syncephalis,Syncephalis_depressa
Otu12273,0.991261808,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu1807,0.998843089,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu6355,0.995951734,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8472,0.887677355,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
