,Kingdom,Phylum,Class,Order,Family,Genus,Species,Kingdom.Confidence,Phylum.Confidence,Class.Confidence,Order.Confidence,Family.Confidence,Genus.Confidence
faf7ef360e5cc59dd3e90bef9af91ee8,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.98,0.98,0.98,0.98,0.97,0.97
74634b32dd01797e3d5d10522496d5eb,Archaea,NA,NA,NA,NA,NA,NA,0.98,0.31,0.26,0.11,0.11,0.06
b79b66445fc67025cc12e066178830ae,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.96,0.96,0.96,0.96,0.8,0.8
ad765ed3a8950108b48cb8b70a0a7d8b,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,1,1,1,0.99,0.99
a88501737fdaf24fc5c29621d3959a9a,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA,1,1,1,1,1,1
aef5d3b715b36b3d5973d1b91972eca8,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA286-E23,NA,NA,1,1,1,1,1,1
aeb6a8ce50a94ea85042278e753af666,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.94,0.79,0.79,0.79,0.56,0.56
8cd1331f7fa3d4cf7e73c00249956528,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.92,0.92
b0b354bc70f219b718adfbfca9e0fa96,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.98,0.98,0.98,0.95,0.95
8da8d53ff168baa8eba7e7d09775569c,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.85,0.79,0.79,0.79,0.28,0.25
bcba69da7e3b321ff59dfbd47ab2b8cb,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.99,0.99,0.99,0.99,0.98,0.98
78065bbc5463cd53116d5784be7c63be,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.97,0.97,0.97,0.97,0.93,0.93
713509733efc7068f4f9160eb07488e0,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.98,0.97,0.97,0.97,0.88,0.88
40aa97ff5c9f1c920bd700767addd936,Archaea,NA,NA,NA,NA,NA,NA,0.98,0.41,0.41,0.41,0.4,0.4
0238b971548e68ab908e112e2eca6ba4,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.95,0.89,0.89,0.89,0.67,0.67
98e18d141c470f3d7d85b7e9924f13d1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.97,0.97,0.97,0.97,0.96,0.96
baab6aa8f52a62908ac8458e4da60ace,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.57,0.57
b210e6abcfdd9b38fa8c54f339ce534d,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.99,0.99,0.98,0.97,0.97
bd0412f79b813e15ec5fe29f2f72b26a,Archaea,Thermoplasmatota,Thermoplasmata,NA,NA,NA,NA,0.91,0.78,0.5,0.29,0.19,0.18
6be81b9ae36d955895bf77a40b387c83,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.98,0.95,0.95,0.95,0.65,0.65
ad0b06f9afdf8e47e1ca2a1c0b669b05,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.97,0.97,0.97,0.97,0.91,0.91
3377ddbb93a5873294c4d7dfdb9a7f04,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.96,0.96
0a528351cee1157b8fae81ed2735db29,Archaea,Thermoplasmatota,NA,NA,NA,NA,NA,0.97,0.72,0.42,0.42,0.42,0.42
bf42045cc84511102abdefa09f326846,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.95,0.95,0.95,0.95,0.85,0.85
969092fcf5a0b40194aac0b0193f29d3,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.95,0.95,0.94,0.89,0.89
e9dfe91e283f1fb01610f8ec2065c9a2,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,Micrarchaeales_fa,Candidatus_Micrarchaeum,NA,1,1,1,1,1,1
eb0d577fbb71467e02122b666ba42ead,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,NA,0.99,0.98,0.98,0.98,0.91,0.66
fc5651a3b190327f82ceb2b6f54be8ac,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,NA,NA,0.99,0.99,0.99,0.99,0.77,0.77
1263350cbb033a0db039ef5e456b2f89,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,NA,1,1,1,1,1,1
dfbab38f818a47111c845d1843519100,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.94,0.89,0.89,0.89,0.84,0.84
229f3491ef21fa9a3bbc6e6d299225e6,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.99,0.94,0.94,0.94,0.88,0.88
3b9eceaddaf6cb485759dbf71fe1c3a6,Archaea,NA,NA,NA,NA,NA,NA,0.73,0.4,0.4,0.38,0.22,0.14
33c89b5d9b10da5cd8f8d81eb68ebf14,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA,1,1,1,1,1,0.89
edf661b9e0f5d659e7ec6d54dc856a94,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.98,0.98
2a801ac195640862730e4e530f66a0ec,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.99,0.99,0.99,0.83,0.83
458541d3fc13b3d5cf7690eb3ece7907,Archaea,Crenarchaeota,NA,NA,NA,NA,NA,0.87,0.57,0.4,0.07,0.07,0.07
453ac26d02535e32d6210f944ee5aa3e,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,1,1,1,0.99,0.99
e7d63e3c8321b1ea5df46d312a156aa5,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.98,0.89,0.89,0.89,0.89,0.89
f8c87348ae3a297d09247d3a27ea1464,Archaea,NA,NA,NA,NA,NA,NA,0.61,0.2,0.2,0.19,0.17,0.17
47f2ccddac0431e964ed89906781b574,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.98,0.96,0.96,0.96,0.88,0.88
3d8c4081ff6f836b7a5f42ee58a3b3b5,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.93,0.91,0.91,0.91,0.88,0.88
daab50a8bc70f42c0f29d439f1c8fe23,Archaea,NA,NA,NA,NA,NA,NA,0.81,0.22,0.2,0.2,0.13,0.13
8b424e8947af02bd649889b31dff4798,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.94,0.92,0.92,0.92,0.8,0.8
c83305a65e7ea4cb90c08466a075b4c0,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.96,0.93,0.93,0.93,0.52,0.52
7dd2b545d7482fb19e2d331449066b02,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.9,0.81,0.81,0.81,0.46,0.46
bf278f1fa29d0911eb9bae76384d2c83,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.97,0.97
bf14aa6e82193239bc94cc22e3ddecd2,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA,1,1,1,0.98,0.98,0.83
236061f47f07c9b3453834316335c71d,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,0.98,0.98,0.98,0.72,0.72
62c53c6699f92b0f169b3afd92d1397a,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.97,0.88,0.88,0.88,0.86,0.86
c860b85bc3a6ebb4b98589d8961a29bc,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.91,0.91,0.91,0.86,0.86
f16de7d68e8048fcd6022aacaca2bb56,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.86,0.72,0.72,0.72,0.63,0.63
dc999f5f1cdd4926d98ab5282841bf17,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,1,1,1,0.95,0.95
b0d96e817565368f3c32199d152a4696,Archaea,Thermoplasmatota,Thermoplasmata,NA,NA,NA,NA,0.98,0.74,0.62,0.18,0.18,0.18
beadc59cd1c6efcfe1f245c9cdb6c03d,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.84,0.81,0.81,0.81,0.72,0.72
c0eac05c1885b71acd4be993ab805d2b,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.99,0.99
6848222806e35d18e74f0268d385f29f,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.99,0.99,0.99,0.97,0.97
d832ac4ff5535ea0c4f6b12f6ed7a77c,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,Candidatus_Nitrosotalea,NA,1,1,1,1,1,0.72
536086a5eccc4fc7a87054951b725ff7,Archaea,NA,NA,NA,NA,NA,NA,0.69,0.15,0.14,0.09,0.09,0.09
c7d50139008b44f771ead4adfb6e734a,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,1,1,1,1,1
427158195fd7cc86d12e033a7cdcb095,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.91,0.8,0.8,0.8,0.64,0.64
facfbabd9276d712a48d2771dd06e814,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.9,0.89,0.89,0.89,0.77,0.77
447b023314e406b3a8aafa055023f095,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.98,0.9,0.9,0.9,0.81,0.81
638d05ffb398da4b56c4572d8b7d3f1c,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.96,0.96,0.96,0.96,0.88,0.88
fec5d5ebbc4cbeca19a347fc1cf9fee2,Archaea,NA,NA,NA,NA,NA,NA,0.88,0.27,0.27,0.25,0.18,0.18
6e2f29985f91ea0f65ce433cec064f59,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.96,0.87,0.87,0.86,0.74,0.74
de7a0810ca601ebf91efdc168ea3deec,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.78,0.78,0.78,0.72,0.72
a21e95ddc1ab0b9ab45ed9977b537164,Archaea,NA,NA,NA,NA,NA,NA,0.9,0.49,0.45,0.45,0.45,0.45
eeb0cc36773d7cd977273fafef46997d,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.82,0.78,0.78,0.78,0.72,0.72
dd79d6b3a5be60a9f457f64b6e3627c0,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.97,0.97,0.97,0.87,0.87
63a85d3aeacce1c47cd9c1f13bf24f13,Archaea,Thermoplasmatota,Thermoplasmatota_cl,Thermoplasmatota_or,Thermoplasmatota_fa,NA,NA,1,0.89,0.55,0.55,0.55,0.55
0c5ce4984a57cc3daef7a262599963fd,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.99,0.99,0.99,0.99,0.95,0.95
6d88a75041d3613d8e2ed8968ee5da72,Archaea,NA,NA,NA,NA,NA,NA,0.77,0.44,0.44,0.44,0.44,0.44
4799500e0cdeca6a4733904b1dfacb2c,Archaea,Thermoplasmatota,Thermoplasmata,NA,NA,NA,NA,0.96,0.66,0.59,0.35,0.35,0.35
8833cd24b996d5c08f9d75cbb7c2fed2,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.9,0.81,0.81,0.81,0.66,0.66
e94d4a4f41dbf2a6c64d61a2426af0d9,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.98,0.96,0.96,0.96,0.81,0.81
fd27e9f7b123886192222e6430750de6,Archaea,NA,NA,NA,NA,NA,NA,0.86,0.38,0.21,0.04,0.04,0.04
4bb3d0e4fad83c8e4f3ec91d537c6d8c,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.95,0.95,0.95,0.92,0.92
edfac481e4f1d8e7417a74a83a7bf2ad,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.97,0.95,0.95,0.95,0.8,0.8
82429892827e7983b4bab9241b6797ae,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.92,0.62,0.62,0.62,0.5,0.5
eaf18d2d195219ecdaa5375a6ec096ab,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.98,0.97,0.97,0.97,0.97,0.97
64115e8da32c12c99549a728f092c324,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.95,0.95
96de220ff7990e29d32c7e983362b442,Archaea,NA,NA,NA,NA,NA,NA,0.79,0.44,0.44,0.44,0.13,0.13
99d2ddb56130237c51838745a67b0bef,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,1,1,1,0.97,0.97
c5af1d2c4d1172cf0b3934dae3e06ce7,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.94,0.94,0.94,0.94,0.49,0.49
cf0984bf46a4655ed2bf35410c47d1f9,Archaea,NA,NA,NA,NA,NA,NA,0.7,0.17,0.14,0.02,0.02,0.02
d8bda1155eaf4d67919e9ee8168ff332,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,NA,NA,0.98,0.98,0.98,0.98,0.98,0.98
dc2a7972a328aeb3f573006bdb0f0df2,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011,AR15,NA,1,0.99,0.99,0.99,0.83,0.83
f11dd980e38bdc93c28a171607496fa4,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.99,0.99,0.99,0.98,0.98
0ae767af4f6277a766e6f9fc35de755a,Archaea,NA,NA,NA,NA,NA,NA,0.72,0.49,0.49,0.49,0.21,0.21
fa118e9358f56c6897f43439f0dbef14,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.94,0.85,0.85,0.85,0.73,0.73
551dffb310f35fba2342fb40b8cbd174,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.99,0.91,0.91,0.91,0.8,0.8
0678b374e0a882e763344c4f49bda076,Archaea,Aenigmarchaeota,Deep_Sea_Euryarchaeotic_Group(DSEG),NA,NA,NA,NA,0.96,0.71,0.7,0.7,0.7,0.7
35760e96ed9ab208bf5b7c0899829ed6,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.97,0.97,0.97,0.91,0.91
34b3adc52817de73549c40922b6fd4e6,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.98,0.98,0.98,0.98,0.75,0.75
0062049c99b199a72a1a4252c6458547,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,Candidatus_Nitrosotalea,NA,1,1,1,1,1,1
6f7f3bf81276bd4ac811e5854b93033d,Archaea,Halobacterota,NA,NA,NA,NA,NA,0.89,0.53,0.49,0.49,0.45,0.44
2333bb05ca9986b172dc5641875bf91d,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.94,0.87,0.87,0.87,0.77,0.77
0ecc9a0cbd85ab35ff299616cf9b107e,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.93,0.57,0.57,0.56,0.49,0.49
b6335406aef21863d85617019e423e36,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.93,0.85,0.85,0.85,0.73,0.73
3440f9dea715f7431989c286643bd430,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,CG1-02-32-21,NA,NA,0.98,0.98,0.98,0.98,0.98,0.98
f29f950d33b5f5b1ed077facd83ce218,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.96,0.95,0.95,0.95,0.91,0.91
95c3a0fb38291717b5c39a64cc667986,Archaea,NA,NA,NA,NA,NA,NA,0.55,0.26,0.21,0.21,0.15,0.03
386581d9696d86248c5e9165ddbc2be1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.76,0.69,0.69,0.69,0.47,0.47
b28f2258738496594aadf78af6d0ba0a,Archaea,Thermoplasmatota,Thermoplasmata,NA,NA,NA,NA,0.98,0.77,0.73,0.33,0.27,0.27
2031eeef5f4f633e8d3de6792e0f5167,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.89,0.86,0.86,0.86,0.46,0.46
52da0e74ab9a00ebb8f7e7d3e8427919,Archaea,Thermoplasmatota,Thermoplasmata,NA,NA,NA,NA,0.94,0.77,0.7,0.36,0.25,0.25
b0fde3fba7e192e2f8323a1dcc5e9b30,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,NA,NA,1,1,1,1,1,1
94a4830f3d84f53a204db029647487e2,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011,AR15,NA,1,1,1,1,1,1
052591313039f2d4c380c636f67a6afc,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.95,0.95
b36808c344618bc9f3cee2abdbf520f4,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.98,0.97,0.97,0.97,0.8,0.8
44d85505596d0d2140aff3c46acc3e5c,Archaea,Thermoplasmatota,Thermoplasmata,NA,NA,NA,NA,0.93,0.67,0.59,0.47,0.4,0.34
e81f16f2bf06d5b24ccce295bf868bba,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.96,0.96
a190700cef2a61721d0958c0998c5a44,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.93,0.83,0.83,0.83,0.72,0.72
83d391d6145084097fffea48caa69a07,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.93,0.8,0.8,0.8,0.55,0.55
306028ff110afefb88aa0e3f018886b9,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,0.99,0.99,0.99,0.98,0.98
509c25753833efa1fe095e848bf719f6,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.98,0.95,0.95,0.95,0.83,0.83
1d8885182121bc7640ea1471251677ad,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.89,0.89
8a52c90d35ed15de5b485823e7644bef,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.91,0.89,0.89,0.89,0.77,0.77
85ab292bd83746461c51fa337f05fde6,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.99,0.99
45a179751c49a128418a7231a6c54407,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.99,0.99,0.99,0.88,0.88
d8f0bb64d72e476e87f558c02a80391c,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.93,0.91,0.91,0.91,0.9,0.9
45cbf2abe982290571e32556bbca357b,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.86,0.79,0.79,0.79,0.63,0.63
e60d7aff1333220ed117c75ad7a71eb7,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.92,0.92
471829d525d07cef886a399e5814f952,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,CG1-02-32-21,NA,NA,0.92,0.87,0.87,0.87,0.87,0.87
edc9df47d7ef976c6b4034880eaaaa40,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.97,0.92,0.92,0.92,0.84,0.84
20a39c443f40847787e2b0c400da5ee4,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.99,0.99,0.99,0.96,0.96
279ee3c403c738f136bf562791be589a,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA,0.99,0.99,0.99,0.93,0.93,0.83
10da32f73411b15c7b2476f86f4e4f6e,Archaea,Thermoplasmatota,NA,NA,NA,NA,NA,0.82,0.55,0.37,0.37,0.37,0.37
338b8db576730300f45af6e3fa54b823,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.92,0.72,0.72,0.72,0.43,0.43
79eaec188afc2449b4c7ac7a9012a322,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.96,0.92,0.92,0.92,0.45,0.45
0ff72ea90a06ef8b19a2b1062dd0c2fe,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA,1,1,1,1,1,0.94
9a62e55da95d140bf598f2f62174ee69,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.99,0.97,0.97,0.97,0.97,0.97
a521c1ed39e060c523e806a7c05d70b1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.93,0.84,0.84,0.84,0.69,0.69
75b8567a139bc6e5392f2a62b8fdcb6c,Archaea,Thermoplasmatota,Thermoplasmata,NA,NA,NA,NA,0.97,0.87,0.64,0.37,0.37,0.37
35dc44ea2ea6d2f61b1f1a1a87c1e98f,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.7,0.7
41f091be44c5b677e12e70e21d74d54f,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.98,0.98,0.98,0.98,0.78,0.78
b6b3dae3b85c66ccd0fb59793c44a14a,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.98,0.98,0.98,0.85,0.85
c5fe5a9f385769be02171b638ab2ad78,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.97,0.77,0.77,0.77,0.6,0.6
167d237e693e4f5b203c40fa54bfec0f,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.95,0.94,0.94,0.94,0.66,0.66
cf0f0672630e083eea1d70f5903ccb98,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.96,0.85,0.85,0.85,0.72,0.72
21d8dcff038edf59c357c8508bc38ec7,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.98,0.97,0.97,0.97,0.83,0.83
d350892bd935519b19dabf3511ff2d15,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera,NA,1,1,1,1,1,0.99
b521406215875aab9ecae9f7f074baf0,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,0.99,0.99,0.99,0.75,0.75
2d3c81a712b156dca380cb2a91f8a255,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.99,0.99,0.99,0.82,0.82
05c8b3d66f4eae31e6adfc9f185b28cc,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.99,0.99,0.99,0.99,0.97,0.97
9f538e2aa88c0b1b6de0b41bdc770467,Archaea,NA,NA,NA,NA,NA,NA,0.67,0.27,0.27,0.27,0.15,0.15
26594db846f15029058cfba515a99b25,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA,NA,1,1,1,0.98,0.98,0.78
aa6b234abe55ed54bf8bca7429ed9e60,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.91,0.82,0.82,0.82,0.56,0.56
9fe75e182d963c032b7da4d709617733,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.81,0.81
124d9c19c90a9c3a9577017e055a5671,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.8,0.8
ab76c8e9c6ea2492f8f3b0715b2bc204,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,0.97,0.97,0.97,0.97,0.68,0.68
cff200a4a37396dcadf80ec00f6911b0,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,1,0.92,0.92,0.92,0.9,0.9
72456eb9dc994b5282be753be2af1163,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,CG1-02-57-44,NA,NA,1,0.99,0.99,0.99,0.61,0.61
a48937f16614ad5bcaef0309814d3fa5,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,NA,0.91,0.72,0.72,0.71,0.39,0.39
43c30e97cd43f3b02c574ba75295a0fc,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA,1,1,1,1,0.98,0.98
